Age,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,CityTier,Occupation,Gender,MaritalStatus,Passport,OwnCar,Designation,ProdTaken
40,3,3,6,2,24580,5,5,11,Self Enquiry,3,Salaried,Female,Married,0,1,Manager,0
27,3,4,4,1,21051,1,4,23,Self Enquiry,1,Small Business,Male,Married,1,1,Executive,1
41,4,3,4,1,21023,1,4,9,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
27,4,5,2,1,22256,1,2,14,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Executive,0
26,3,3,2,0,17659,2,3,12,Self Enquiry,1,Salaried,Female,Divorced,1,0,Executive,0
38,2,5,4,1,21893,4,3,8,Self Enquiry,3,Salaried,Female,Married,0,0,Manager,0
39,3,3,3,1,20380,5,4,9,Company Invited,1,Salaried,Male,Married,1,1,Executive,0
30,3,3,2,2,17613,3,5,29,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
35,3,3,2,0,23789,5,3,6,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
35,4,3,2,2,23246,5,4,30,Company Invited,3,Small Business,Male,Unmarried,0,0,Manager,0
50,3,5,4,1,22258,4,4,7,Self Enquiry,1,Large Business,Female,Married,0,0,Executive,0
33,4,4,3,1,21421,5,5,20,Company Invited,1,Salaried,Female,Divorced,0,0,Executive,0
33,3,3,3,2,27676,4,4,15,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
32,4,3,6,2,25260,5,4,9,Self Enquiry,3,Salaried,Male,Unmarried,1,1,Manager,0
33,3,4,2,0,17756,5,3,20,Self Enquiry,1,Small Business,Female,Divorced,0,0,Executive,0
24,3,3,3,2,17293,3,3,6,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive,1
50,4,5,5,2,22962,3,5,35,Company Invited,1,Salaried,Male,Unmarried,0,0,Manager,1
41,3,4,2,1,25530,5,5,17,Self Enquiry,3,Large Business,Female,Married,0,1,Manager,0
36,2,3,2,0,17741,2,5,12,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
31,2,4,2,0,17789,3,3,11,Company Invited,3,Small Business,Female,Married,0,0,Executive,0
32,3,4,2,0,17743,5,4,19,Company Invited,1,Salaried,Female,Married,0,1,Executive,0
35,4,5,7,3,21674,1,4,7,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
38,3,3,7,2,18057,4,3,8,Self Enquiry,1,Small Business,Male,Married,1,0,Executive,0
42,2,5,4,1,28191,3,3,32,Company Invited,1,Small Business,Female,Divorced,1,0,Senior Manager,0
53,2,3,7,0,29852,3,3,8,Self Enquiry,3,Small Business,Male,Married,0,1,AVP,0
25,2,3,2,0,21180,4,3,32,Self Enquiry,3,Small Business,Female,Single,0,0,Manager,0
37,3,4,8,2,23619,4,4,13,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,0
24,4,3,2,3,20950,4,4,27,Self Enquiry,1,Salaried,Male,Single,0,1,Manager,0
43,4,3,6,1,20771,3,4,12,Company Invited,1,Salaried,Male,Divorced,0,1,Executive,0
50,3,3,3,1,34237,2,3,8,Self Enquiry,1,Small Business,Male,Divorced,1,1,VP,0
32,2,3,2,1,25400,2,5,10,Self Enquiry,3,Small Business,Male,Divorced,0,1,Senior Manager,1
44,3,5,2,2,34190,5,1,10,Self Enquiry,1,Salaried,Male,Married,0,1,VP,0
30,3,3,2,1,24547,4,5,17,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Manager,0
24,3,5,4,2,21497,4,2,11,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
22,3,3,3,1,21303,4,5,17,Company Invited,1,Salaried,Female,Unmarried,0,1,Executive,1
33,3,5,6,0,20324,3,3,22,Self Enquiry,3,Small Business,Female,Single,0,1,Manager,1
22,3,5,2,0,17451,2,5,14,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
58,2,3,3,1,20660,1,5,6,Company Invited,1,Salaried,Male,Married,1,1,Manager,0
31,2,3,1,0,20855,4,3,18,Self Enquiry,1,Small Business,Female,Married,1,1,Manager,0
30,3,3,2,2,21652,5,4,16,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
35,4,3,2,1,21339,3,4,26,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
55,2,3,4,0,20415,1,3,26,Self Enquiry,1,Large Business,Male,Married,1,0,Manager,0
52,4,4,5,2,32412,5,4,10,Self Enquiry,1,Small Business,Female,Single,0,0,AVP,0
39,3,3,2,1,24423,3,4,30,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
40,4,4,6,2,23973,3,4,19,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,0
37,4,3,4,1,26457,3,4,25,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
35,3,5,4,2,30309,1,5,12,Self Enquiry,1,Small Business,Female,Single,0,1,Senior Manager,0
23,2,5,2,1,17500,3,3,15,Self Enquiry,1,Small Business,Male,Divorced,0,0,Executive,0
31,3,3,2,1,21398,4,5,9,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Executive,0
37,4,3,6,1,21197,5,4,9,Self Enquiry,1,Small Business,Male,Single,0,1,Executive,0
51,3,4,4,1,28734,5,3,9,Self Enquiry,1,Small Business,Female,Single,0,1,AVP,0
45,3,3,5,2,21839,5,4,31,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
43,2,3,5,0,17089,4,1,13,Company Invited,1,Small Business,Male,Married,0,1,Executive,0
49,2,5,1,0,33665,3,3,16,Company Invited,1,Salaried,Female,Single,1,0,VP,0
40,3,5,3,1,29558,5,4,29,Company Invited,1,Small Business,Female,Single,1,1,Senior Manager,0
37,2,4,2,0,22642,5,3,25,Company Invited,3,Small Business,Male,Unmarried,1,0,Senior Manager,0
47,4,3,8,3,29523,2,4,14,Self Enquiry,1,Small Business,Male,Married,0,0,Senior Manager,0
51,2,3,1,1,17838,5,4,12,Company Invited,1,Small Business,Female,Single,0,1,Executive,0
35,4,3,3,1,24015,3,2,28,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Manager,0
41,4,3,2,1,23554,5,5,16,Company Invited,1,Salaried,Male,Divorced,0,1,Manager,0
59,3,3,4,2,28726,5,4,8,Self Enquiry,1,Salaried,Female,Single,1,0,AVP,0
35,2,3,4,0,20916,4,4,29,Self Enquiry,1,Salaried,Male,Married,1,1,Manager,1
26,2,3,2,0,20828,1,4,10,Self Enquiry,3,Small Business,Male,Single,1,1,Manager,1
31,4,3,3,1,25256,2,5,17,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager,0
46,4,5,4,3,22964,1,4,33,Company Invited,3,Salaried,Female,Married,0,0,Manager,1
42,3,3,6,2,21456,3,6,9,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,1
37,2,3,4,0,20768,1,3,25,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
32,3,4,3,1,21467,3,4,12,Company Invited,3,Small Business,Female,Married,0,0,Executive,0
27,2,4,7,1,17024,3,3,15,Company Invited,1,Small Business,Male,Married,0,1,Executive,0
37,3,3,3,1,28774,4,4,15,Self Enquiry,1,Large Business,Female,Married,0,1,Senior Manager,0
39,3,4,2,2,26029,4,4,9,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Senior Manager,0
32,3,4,3,2,29326,3,4,16,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
31,3,3,3,1,22689,3,4,7,Company Invited,1,Small Business,Female,Unmarried,0,1,Manager,0
23,4,3,3,1,21001,1,4,26,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
36,4,3,3,3,20692,1,4,9,Self Enquiry,3,Small Business,Female,Married,0,1,Executive,0
19,3,4,2,1,16859,5,4,16,Company Invited,1,Small Business,Female,Single,1,1,Executive,1
49,3,3,4,1,22729,5,4,9,Self Enquiry,3,Small Business,Female,Married,0,1,Manager,0
50,2,5,5,0,31880,5,3,34,Self Enquiry,1,Salaried,Female,Divorced,1,0,AVP,0
43,3,4,2,2,25503,3,4,15,Self Enquiry,3,Small Business,Male,Divorced,0,0,Manager,0
54,3,3,5,2,25683,3,2,31,Self Enquiry,1,Small Business,Male,Married,0,0,Senior Manager,0
31,2,3,4,1,17356,3,3,17,Self Enquiry,1,Salaried,Male,Divorced,1,1,Executive,0
20,3,3,2,1,17926,2,4,12,Company Invited,1,Salaried,Female,Single,1,1,Executive,1
38,2,3,4,0,21261,1,3,35,Self Enquiry,1,Large Business,Male,Married,0,0,Manager,0
23,3,4,3,1,21006,4,2,12,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
29,2,3,1,0,20869,4,4,16,Self Enquiry,3,Small Business,Male,Single,0,1,Manager,0
33,4,3,7,3,23853,3,2,15,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
56,3,3,6,1,23838,1,4,9,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Manager,1
34,3,3,2,1,21687,5,3,8,Self Enquiry,1,Large Business,Female,Unmarried,0,1,Manager,0
52,1,3,3,0,31555,5,3,10,Self Enquiry,1,Salaried,Female,Divorced,0,1,AVP,0
41,3,4,3,1,24283,2,4,33,Company Invited,1,Small Business,Female,Married,0,1,Manager,0
52,4,3,2,2,24119,5,4,28,Self Enquiry,3,Small Business,Male,Unmarried,1,1,Manager,0
26,3,3,2,2,17570,4,3,13,Company Invited,1,Small Business,Male,Single,0,1,Executive,0
30,3,3,2,0,16274,5,3,13,Company Invited,1,Large Business,Male,Married,0,0,Executive,0
44,2,3,5,1,20743,5,3,6,Company Invited,2,Salaried,Male,Married,1,1,Manager,0
21,3,3,3,2,20722,4,5,9,Self Enquiry,3,Small Business,Female,Single,0,0,Executive,1
59,3,3,4,1,17177,3,4,9,Self Enquiry,1,Salaried,Male,Divorced,0,0,Executive,0
22,2,4,2,0,17328,4,2,11,Self Enquiry,1,Salaried,Male,Married,1,0,Executive,0
41,3,5,1,2,31595,5,3,8,Self Enquiry,3,Salaried,Female,Married,0,1,AVP,0
34,2,5,4,0,20121,5,3,14,Self Enquiry,1,Salaried,Female,Married,0,1,Manager,0
41,4,4,4,2,28383,4,5,17,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,0
38,3,5,1,2,21673,3,3,35,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,1
35,2,3,1,0,17660,5,3,17,Self Enquiry,1,Small Business,Male,Married,1,0,Executive,0
41,2,3,2,1,21419,1,4,26,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,0
27,2,4,1,0,18058,4,3,23,Self Enquiry,1,Large Business,Male,Married,1,0,Executive,0
58,4,3,2,3,23578,3,2,7,Self Enquiry,1,Salaried,Male,Divorced,0,1,Manager,0
52,2,3,3,0,22969,2,4,9,Self Enquiry,1,Small Business,Male,Divorced,1,0,Senior Manager,0
28,3,4,1,0,22655,4,3,9,Self Enquiry,1,Small Business,Female,Married,0,0,Senior Manager,0
36,4,3,3,2,29363,4,5,16,Self Enquiry,1,Salaried,Female,Divorced,1,1,Senior Manager,0
38,4,4,3,3,27512,1,4,16,Company Invited,3,Small Business,Male,Married,0,1,Senior Manager,0
29,3,3,3,1,22899,2,4,11,Company Invited,3,Small Business,Male,Divorced,0,1,Manager,0
59,2,3,6,0,20171,3,4,9,Self Enquiry,3,Salaried,Female,Single,0,0,Manager,0
22,2,4,2,0,17244,2,3,17,Self Enquiry,1,Small Business,Female,Divorced,0,1,Executive,0
29,3,3,2,0,23620,4,4,25,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
59,4,5,1,1,22637,3,3,31,Self Enquiry,3,Salaried,Female,Unmarried,0,1,Senior Manager,0
27,3,5,3,1,22972,3,5,7,Company Invited,3,Small Business,Male,Unmarried,0,0,Manager,0
40,3,3,5,1,20764,1,4,12,Self Enquiry,3,Large Business,Male,Married,0,0,Manager,1
40,4,3,2,2,20910,3,4,7,Self Enquiry,1,Small Business,Female,Married,0,0,Executive,0
32,3,3,3,2,27621,2,5,14,Company Invited,1,Salaried,Female,Divorced,0,1,Senior Manager,0
31,4,4,3,2,22426,5,4,7,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
60,2,5,6,0,34566,5,3,13,Self Enquiry,1,Salaried,Female,Married,0,1,VP,0
51,2,4,3,0,25596,4,3,8,Company Invited,3,Small Business,Male,Divorced,0,0,Senior Manager,0
27,3,5,1,2,17099,5,3,17,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
36,3,4,2,1,21499,4,4,17,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
60,3,5,6,2,21348,2,3,10,Self Enquiry,1,Small Business,Female,Divorced,1,1,Executive,0
37,3,3,6,2,25331,1,4,7,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Manager,0
49,3,3,4,2,33880,5,5,11,Company Invited,1,Small Business,Male,Married,0,1,AVP,0
32,3,5,2,0,21725,1,3,9,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
48,3,4,3,1,30527,3,4,36,Company Invited,1,Salaried,Male,Divorced,1,1,Senior Manager,1
38,3,3,7,2,29287,1,5,7,Self Enquiry,3,Salaried,Male,Married,0,1,Senior Manager,1
42,2,4,1,1,17766,1,3,18,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
36,3,4,2,2,21104,4,2,23,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
38,4,4,3,1,22614,1,4,17,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
18,3,3,2,2,16200,1,4,16,Self Enquiry,3,Small Business,Female,Single,0,0,Executive,0
26,3,3,3,1,22369,3,4,11,Self Enquiry,1,Large Business,Male,Divorced,1,1,Executive,1
56,3,4,5,2,28402,4,3,29,Self Enquiry,1,Salaried,Male,Divorced,1,1,AVP,0
36,4,3,3,1,23537,4,4,7,Self Enquiry,3,Small Business,Fe Male,Unmarried,0,1,Manager,0
32,3,4,2,0,17370,4,3,8,Self Enquiry,1,Small Business,Female,Divorced,0,0,Executive,0
31,3,4,2,1,21661,1,4,14,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Executive,0
41,3,3,4,0,34141,2,4,16,Self Enquiry,2,Salaried,Male,Married,0,1,VP,0
27,3,3,7,1,22984,5,4,36,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
34,3,3,2,1,21459,2,4,16,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
34,3,3,2,2,21178,3,4,9,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
25,3,3,2,1,16118,1,5,30,Company Invited,3,Salaried,Male,Single,1,1,Executive,1
41,2,3,2,0,24241,5,3,12,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Senior Manager,0
33,4,3,2,1,23733,3,2,9,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,0,Manager,0
27,4,5,2,3,21780,3,4,10,Company Invited,1,Large Business,Male,Unmarried,0,0,Executive,1
33,2,4,6,0,18055,1,3,10,Company Invited,1,Large Business,Male,Married,0,0,Manager,0
34,4,5,5,2,21477,4,5,7,Self Enquiry,1,Salaried,Male,Unmarried,1,1,Executive,0
57,4,4,6,3,32080,4,4,30,Self Enquiry,1,Salaried,Male,Divorced,1,1,AVP,0
41,2,5,2,1,23392,3,2,6,Self Enquiry,3,Small Business,Male,Divorced,0,1,Senior Manager,0
35,3,3,3,2,20898,2,4,17,Self Enquiry,3,Salaried,Female,Divorced,1,0,Executive,0
26,2,4,3,0,17373,1,3,22,Self Enquiry,1,Small Business,Male,Married,1,1,Executive,1
30,2,3,5,0,17132,1,3,28,Self Enquiry,1,Salaried,Female,Married,1,0,Executive,1
32,2,3,6,1,21667,3,3,21,Company Invited,1,Small Business,Female,Married,0,0,Manager,0
27,3,3,3,1,24506,1,5,11,Self Enquiry,3,Small Business,Male,Unmarried,1,1,Manager,1
30,3,5,1,0,23412,2,3,28,Company Invited,3,Salaried,Female,Divorced,0,1,Senior Manager,0
41,3,4,2,2,18140,4,3,26,Self Enquiry,3,Small Business,Female,Single,1,0,Executive,1
46,4,5,6,1,29439,1,4,16,Self Enquiry,3,Small Business,Male,Married,1,0,Senior Manager,0
38,3,3,3,1,20321,4,4,12,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
34,3,3,2,1,22083,1,4,6,Self Enquiry,3,Large Business,Male,Divorced,1,1,Senior Manager,0
23,2,4,2,1,18295,3,3,10,Self Enquiry,1,Small Business,Female,Single,0,1,Executive,0
52,3,3,4,2,24810,3,5,14,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,0
33,4,4,3,1,23906,2,5,15,Self Enquiry,3,Large Business,Female,Divorced,1,1,Manager,0
39,3,3,5,2,24489,5,6,25,Self Enquiry,1,Small Business,Male,Married,1,0,Manager,0
37,2,3,1,1,20731,3,4,31,Self Enquiry,1,Small Business,Female,Married,0,0,Manager,0
28,2,3,2,0,17044,1,3,6,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
57,4,3,2,3,21017,4,4,14,Self Enquiry,1,Large Business,Male,Married,0,1,Executive,1
27,4,3,3,1,20685,1,5,7,Company Invited,1,Small Business,Female,Married,0,0,Executive,0
37,3,3,3,1,24084,1,6,22,Company Invited,3,Small Business,Male,Married,0,1,Manager,0
47,3,3,7,2,29205,3,4,25,Company Invited,1,Small Business,Female,Married,0,0,Senior Manager,0
42,3,4,2,0,17372,3,1,7,Company Invited,1,Salaried,Female,Single,0,1,Senior Manager,1
28,3,4,2,1,21489,1,4,23,Self Enquiry,1,Large Business,Female,Married,0,1,Executive,0
55,2,3,3,1,29756,3,3,14,Self Enquiry,1,Small Business,Female,Married,1,1,AVP,0
31,3,3,3,2,23804,2,5,7,Self Enquiry,1,Salaried,Male,Divorced,1,1,Manager,0
33,3,3,5,2,17496,3,3,8,Self Enquiry,1,Small Business,Male,Single,0,1,Executive,0
36,4,3,8,3,26501,5,4,10,Self Enquiry,3,Salaried,Male,Married,0,0,Senior Manager,0
19,4,3,3,2,20289,5,4,7,Company Invited,1,Salaried,Female,Single,0,1,Executive,0
31,3,3,3,1,21540,1,4,23,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
35,3,3,3,1,28566,5,4,7,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Senior Manager,0
26,2,3,2,1,17061,3,3,9,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
39,3,3,2,1,26303,1,2,7,Self Enquiry,1,Salaried,Fe Male,Unmarried,0,0,Manager,0
44,2,3,5,0,18195,3,3,6,Self Enquiry,2,Salaried,Female,Married,1,1,Executive,0
36,3,3,3,1,21054,2,5,11,Company Invited,1,Salaried,Male,Divorced,0,1,Executive,0
39,3,3,2,2,26303,2,3,7,Self Enquiry,1,Salaried,Fe Male,Unmarried,0,1,Manager,0
30,4,3,3,3,22438,1,4,8,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
35,3,3,2,2,27178,5,5,24,Company Invited,1,Large Business,Male,Married,1,1,Executive,1
24,2,3,2,0,17886,4,3,13,Company Invited,1,Salaried,Female,Divorced,1,0,Executive,1
39,3,4,3,1,20811,1,5,15,Company Invited,1,Small Business,Female,Married,1,1,Manager,0
30,3,3,3,1,21067,3,5,25,Self Enquiry,1,Small Business,Male,Single,1,0,Executive,1
36,3,3,4,2,25561,5,4,34,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
25,4,4,3,3,21880,4,4,7,Self Enquiry,3,Large Business,Female,Unmarried,1,1,Executive,1
57,3,3,3,1,24984,3,4,7,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
33,2,3,2,0,20368,1,3,22,Company Invited,3,Salaried,Female,Married,1,0,Manager,0
33,4,4,3,2,21048,4,4,9,Self Enquiry,1,Small Business,Female,Married,0,0,Executive,0
49,3,5,2,2,34080,4,5,7,Self Enquiry,1,Salaried,Female,Divorced,0,0,AVP,0
37,4,5,4,1,28930,1,6,8,Self Enquiry,1,Large Business,Female,Married,1,1,Senior Manager,0
29,2,3,2,1,22918,3,3,6,Company Invited,3,Small Business,Female,Married,0,1,Senior Manager,0
31,3,3,3,2,22169,5,4,14,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
25,4,3,2,3,22689,3,3,18,Company Invited,1,Salaried,Female,Married,0,1,Manager,0
20,2,5,2,1,17728,1,3,15,Self Enquiry,3,Salaried,Male,Single,0,0,Executive,0
30,3,4,3,2,20975,2,4,17,Self Enquiry,3,Small Business,Male,Married,0,0,Executive,0
47,3,3,2,0,20067,2,1,22,Company Invited,1,Small Business,Male,Married,1,0,Manager,0
19,3,4,2,2,16859,5,4,16,Company Invited,1,Small Business,Female,Single,1,0,Executive,1
47,3,5,4,2,29351,1,5,7,Company Invited,1,Small Business,Male,Married,1,1,Senior Manager,0
36,3,3,5,1,28899,3,4,14,Self Enquiry,1,Salaried,Male,Single,0,0,Senior Manager,0
35,2,5,2,1,17559,4,4,33,Self Enquiry,1,Small Business,Female,Single,0,0,Executive,0
35,3,3,2,1,24162,4,4,7,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
38,2,4,1,1,22351,4,3,8,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Senior Manager,0
23,2,3,2,1,17904,1,3,32,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
27,3,5,8,1,24004,3,5,15,Self Enquiry,3,Large Business,Male,Unmarried,0,0,Manager,1
26,3,4,1,1,17148,3,3,26,Self Enquiry,2,Small Business,Female,Married,1,0,Executive,1
29,3,3,7,1,20706,2,5,31,Self Enquiry,1,Salaried,Male,Single,1,0,Executive,1
29,4,5,3,1,22269,1,4,7,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
58,3,4,5,0,18346,2,4,15,Self Enquiry,1,Small Business,Female,Divorced,1,1,Executive,0
34,4,3,4,3,25066,3,4,15,Self Enquiry,1,Salaried,Male,Unmarried,1,0,Manager,0
31,3,3,1,0,28675,4,3,9,Company Invited,1,Small Business,Male,Married,0,1,Senior Manager,0
34,2,5,1,0,24950,3,3,29,Company Invited,2,Salaried,Female,Married,1,1,Senior Manager,1
60,3,3,7,1,23849,3,5,10,Self Enquiry,3,Salaried,Fe Male,Unmarried,0,0,Manager,0
29,2,4,6,1,20765,3,3,19,Company Invited,3,Large Business,Female,Single,0,0,Manager,1
27,2,3,2,1,27808,3,4,11,Self Enquiry,1,Large Business,Male,Married,1,1,Senior Manager,0
32,3,4,3,1,17718,3,3,11,Company Invited,1,Large Business,Male,Single,0,1,Executive,0
32,4,3,6,1,25607,2,3,14,Self Enquiry,3,Large Business,Male,Divorced,0,1,Manager,0
29,4,5,2,2,24339,5,2,23,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Manager,0
41,3,4,3,2,22922,3,2,9,Company Invited,1,Small Business,Female,Divorced,0,0,Manager,0
42,2,5,2,1,22406,2,3,30,Self Enquiry,1,Small Business,Male,Divorced,1,1,Senior Manager,0
31,4,5,3,1,20711,5,5,19,Company Invited,3,Salaried,Male,Divorced,0,1,Executive,1
60,3,5,5,0,25266,2,4,34,Company Invited,3,Small Business,Female,Divorced,0,1,Senior Manager,0
57,3,5,4,2,20744,5,4,7,Self Enquiry,1,Salaried,Female,Divorced,0,1,Executive,0
29,4,3,3,2,21988,4,4,15,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Executive,0
49,2,3,3,0,33711,3,4,10,Self Enquiry,1,Small Business,Male,Divorced,0,0,VP,0
40,4,3,2,1,32142,3,4,17,Self Enquiry,1,Small Business,Male,Single,0,1,Senior Manager,0
32,3,3,3,1,27621,1,5,14,Company Invited,1,Salaried,Female,Married,0,1,Senior Manager,0
31,2,3,2,1,17911,3,3,32,Self Enquiry,1,Salaried,Male,Married,0,0,Executive,0
36,2,3,3,1,21537,4,5,7,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Executive,0
46,3,3,8,1,27543,4,5,13,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
41,3,5,7,1,17107,3,4,11,Company Invited,1,Salaried,Male,Married,0,0,Executive,1
55,2,3,3,0,29732,5,1,6,Self Enquiry,1,Small Business,Male,Married,0,1,AVP,0
45,4,3,4,1,21496,3,2,15,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
32,4,3,3,1,24857,5,4,29,Self Enquiry,1,Small Business,Male,Divorced,1,1,Manager,1
36,4,3,3,2,23001,5,4,15,Self Enquiry,2,Large Business,Male,Unmarried,0,0,Executive,0
36,3,3,1,0,24738,5,3,17,Company Invited,3,Large Business,Female,Divorced,0,0,Senior Manager,0
22,3,3,2,1,17323,2,3,25,Self Enquiry,1,Small Business,Male,Divorced,0,0,Executive,0
46,4,5,4,1,22964,2,4,33,Company Invited,3,Salaried,Female,Divorced,0,0,Manager,1
38,3,5,3,1,22891,4,4,17,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Manager,1
36,3,3,3,2,21054,1,5,11,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
23,3,4,3,1,20922,2,4,18,Self Enquiry,1,Small Business,Female,Divorced,0,1,Executive,0
44,2,4,7,1,17362,3,5,7,Self Enquiry,3,Salaried,Male,Single,0,0,Manager,1
42,4,4,8,3,24710,3,5,13,Self Enquiry,1,Small Business,Male,Unmarried,1,1,Manager,0
50,4,5,3,1,25245,1,4,27,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
54,4,3,4,1,34105,3,5,9,Self Enquiry,3,Salaried,Female,Divorced,0,1,AVP,0
19,4,3,3,2,20247,5,4,10,Company Invited,3,Small Business,Female,Single,1,0,Executive,1
34,3,3,2,0,17585,3,3,13,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,1
24,2,3,1,1,18162,3,4,10,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
35,3,4,4,1,25903,3,4,31,Self Enquiry,1,Large Business,Male,Divorced,0,1,Senior Manager,0
31,3,5,2,0,21812,5,4,30,Self Enquiry,1,Small Business,Female,Unmarried,0,1,Manager,0
46,4,3,3,1,24271,3,5,16,Company Invited,3,Salaried,Female,Divorced,0,0,Manager,0
22,3,3,3,1,21288,4,4,16,Company Invited,3,Small Business,Male,Unmarried,0,0,Executive,0
34,3,3,7,0,17231,5,3,8,Company Invited,3,Small Business,Female,Married,0,0,Executive,0
42,3,3,5,1,23444,3,4,19,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
43,3,3,2,0,22847,3,3,8,Self Enquiry,3,Small Business,Male,Married,1,0,Manager,0
44,2,3,7,1,17436,4,3,6,Self Enquiry,1,Small Business,Male,Single,1,0,Executive,0
51,4,3,2,2,25025,2,4,7,Company Invited,3,Salaried,Female,Divorced,0,1,Manager,0
28,4,3,3,3,23156,4,4,9,Self Enquiry,3,Salaried,Male,Unmarried,1,1,Manager,0
50,3,3,2,2,18221,2,2,34,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive,0
36,3,4,3,2,17013,1,3,13,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
37,4,5,7,1,24812,1,5,20,Self Enquiry,3,Small Business,Male,Married,1,1,Manager,1
58,2,4,1,1,34246,3,3,8,Self Enquiry,1,Salaried,Male,Single,1,1,VP,1
44,4,3,6,3,23417,3,3,35,Company Invited,1,Small Business,Female,Unmarried,0,0,Executive,0
33,4,4,3,2,20071,3,4,9,Self Enquiry,1,Salaried,Male,Single,0,1,Executive,1
31,2,3,2,1,21932,1,3,26,Company Invited,3,Small Business,Female,Married,0,1,Manager,0
50,4,3,5,2,23185,4,4,18,Self Enquiry,3,Small Business,Female,Unmarried,0,0,Manager,0
43,3,3,1,2,17258,4,3,27,Company Invited,1,Small Business,Male,Married,0,1,Executive,0
