Age,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,CityTier,Occupation,Gender,MaritalStatus,Passport,OwnCar,Designation
36,3,3,8,2,20936,2,5,7,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive
30,2,3,5,1,17132,2,3,28,Self Enquiry,1,Salaried,Female,Divorced,1,0,Executive
35,2,3,2,1,16281,2,4,9,Company Invited,1,Salaried,Male,Divorced,0,1,Executive
40,2,3,2,1,34033,5,3,10,Self Enquiry,1,Small Business,Female,Married,0,1,VP
36,4,5,4,2,28562,5,5,18,Company Invited,1,Small Business,Male,Divorced,1,1,Senior Manager
38,2,3,4,0,17821,3,3,9,Company Invited,1,Salaried,Male,Married,0,1,Executive
28,3,4,2,1,21736,4,4,24,Self Enquiry,1,Large Business,Male,Divorced,1,1,Executive
49,4,3,4,1,22918,2,5,13,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Manager
56,2,5,1,0,28212,3,1,12,Company Invited,3,Salaried,Female,Married,0,1,AVP
59,3,3,3,2,21050,3,4,30,Self Enquiry,1,Salaried,Male,Married,0,1,Executive
35,2,4,1,1,17426,4,1,22,Self Enquiry,1,Small Business,Male,Married,0,1,Executive
29,4,4,3,1,21534,1,4,10,Self Enquiry,3,Small Business,Female,Married,0,1,Executive
30,4,3,6,2,23013,1,4,34,Self Enquiry,1,Small Business,Female,Married,0,0,Manager
50,3,3,4,0,34517,1,3,6,Self Enquiry,3,Small Business,Female,Married,0,1,VP
30,2,5,6,0,17657,4,3,9,Self Enquiry,1,Large Business,Female,Single,1,0,Executive
36,4,5,6,2,20872,1,4,7,Company Invited,1,Small Business,Male,Married,0,0,Executive
29,3,3,3,1,22119,2,4,12,Self Enquiry,1,Large Business,Male,Unmarried,1,1,Executive
29,3,4,1,0,17703,4,3,8,Self Enquiry,1,Salaried,Male,Divorced,0,0,Executive
54,2,3,1,0,28549,4,3,8,Self Enquiry,1,Large Business,Female,Divorced,0,1,Senior Manager
41,3,3,3,0,21811,2,4,8,Company Invited,1,Salaried,Female,Unmarried,1,0,Manager
43,4,3,4,2,23234,3,4,36,Company Invited,1,Salaried,Female,Married,0,1,Manager
42,3,5,4,2,17576,3,3,6,Self Enquiry,1,Salaried,Female,Married,0,0,Executive
33,3,4,4,1,22609,3,4,11,Self Enquiry,3,Salaried,Female,Divorced,0,1,Executive
35,3,3,5,1,21657,1,5,10,Company Invited,1,Salaried,Male,Married,0,0,Executive
35,4,3,5,2,24820,4,4,15,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Manager
40,2,4,3,1,24094,5,4,31,Self Enquiry,3,Small Business,Male,Unmarried,1,0,Senior Manager
29,2,3,2,0,17389,3,4,24,Self Enquiry,1,Small Business,Male,Single,1,0,Executive
31,3,3,2,2,23414,3,4,32,Company Invited,3,Large Business,Female,Married,1,1,Manager
36,2,5,5,1,23008,4,3,11,Self Enquiry,1,Salaried,Female,Married,0,1,Senior Manager
27,2,3,3,1,17580,3,3,8,Company Invited,1,Small Business,Male,Single,0,0,Executive
27,3,4,3,2,25075,5,4,7,Company Invited,1,Salaried,Female,Married,0,1,Manager
32,2,3,2,1,23998,4,3,14,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager
38,2,4,1,1,17991,1,3,6,Company Invited,2,Salaried,Male,Married,1,1,Executive
38,4,5,6,1,20751,2,4,13,Self Enquiry,2,Salaried,Male,Married,1,1,Executive
48,2,3,5,0,17259,1,3,26,Self Enquiry,1,Small Business,Male,Married,0,1,Executive
25,3,3,3,1,21564,4,4,14,Company Invited,1,Salaried,Female,Divorced,1,0,Executive
46,4,5,3,3,23888,2,4,14,Company Invited,1,Salaried,Male,Married,0,1,Senior Manager
60,2,5,1,0,20405,4,3,22,Self Enquiry,3,Small Business,Male,Single,0,1,Manager
31,3,3,2,1,21242,4,4,9,Company Invited,1,Small Business,Female,Single,0,1,Executive
33,3,5,2,1,22878,4,4,16,Self Enquiry,1,Small Business,Female,Unmarried,0,1,Executive
20,3,3,3,1,20353,1,4,29,Self Enquiry,3,Small Business,Male,Single,1,1,Executive
41,3,3,2,2,32177,4,4,16,Company Invited,1,Small Business,Female,Single,0,1,Senior Manager
29,3,3,7,1,17532,5,4,13,Self Enquiry,1,Small Business,Female,Married,0,1,Executive
37,4,5,2,3,21020,2,5,15,Self Enquiry,2,Salaried,Male,Divorced,0,1,Executive
41,3,5,2,2,24151,3,4,16,Self Enquiry,3,Small Business,Male,Married,0,1,Manager
36,3,5,1,0,26713,3,2,14,Company Invited,1,Salaried,Female,Divorced,0,0,Senior Manager
31,3,3,5,2,20460,5,2,12,Self Enquiry,3,Small Business,Male,Married,0,1,Manager
50,2,3,2,0,17683,4,4,9,Self Enquiry,3,Small Business,Male,Divorced,1,0,Executive
36,2,4,3,0,20507,4,4,23,Self Enquiry,3,Small Business,Male,Married,0,1,Manager
39,3,3,1,1,25938,2,3,8,Company Invited,1,Large Business,Fe Male,Unmarried,0,1,Senior Manager
30,2,3,2,1,17206,4,4,15,Self Enquiry,1,Small Business,Male,Single,0,0,Executive
28,3,3,3,2,21217,1,5,13,Self Enquiry,1,Salaried,Male,Married,0,1,Executive
42,4,3,5,2,32269,2,4,13,Self Enquiry,3,Salaried,Female,Single,1,0,Senior Manager
39,2,4,5,1,23376,3,3,12,Self Enquiry,1,Salaried,Female,Unmarried,0,0,Senior Manager
44,3,4,5,1,17042,3,3,29,Company Invited,1,Small Business,Male,Married,0,0,Manager
32,3,5,4,1,22911,2,4,20,Self Enquiry,3,Small Business,Male,Married,0,0,Manager
42,3,4,3,1,24829,1,6,17,Company Invited,3,Small Business,Male,Unmarried,0,1,Manager
35,2,3,4,0,17506,3,1,6,Self Enquiry,1,Salaried,Female,Single,0,0,Executive
30,3,5,2,2,22017,4,5,9,Company Invited,1,Small Business,Male,Unmarried,0,1,Executive
30,3,3,2,0,21578,2,4,16,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager
56,2,3,1,0,26103,4,3,15,Self Enquiry,1,Small Business,Male,Divorced,0,0,AVP
28,3,4,3,2,21156,3,4,12,Self Enquiry,1,Salaried,Female,Single,1,0,Executive
50,3,3,3,1,26332,4,4,18,Self Enquiry,3,Small Business,Female,Married,0,0,Senior Manager
28,2,5,1,0,23463,1,3,11,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Manager
33,2,5,1,0,17707,3,3,8,Self Enquiry,1,Salaried,Female,Divorced,0,1,Executive
36,2,3,5,0,20079,3,3,14,Company Invited,3,Large Business,Male,Married,0,1,Manager
59,2,3,1,0,17267,4,3,12,Self Enquiry,2,Small Business,Male,Married,0,0,Executive
44,3,3,6,2,21116,3,4,16,Company Invited,1,Salaried,Male,Single,0,0,Executive
30,3,3,2,1,17693,2,3,30,Self Enquiry,1,Salaried,Male,Married,0,0,Executive
43,2,3,4,1,21804,5,4,21,Company Invited,3,Salaried,Male,Divorced,0,0,Manager
42,3,3,4,1,21781,2,4,8,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Manager
39,2,3,4,1,21120,1,4,27,Self Enquiry,3,Salaried,Male,Divorced,1,0,Manager
30,3,5,3,2,23401,3,4,10,Self Enquiry,1,Small Business,Male,Unmarried,1,0,Executive
38,3,3,6,1,26169,5,4,7,Self Enquiry,1,Large Business,Fe Male,Unmarried,0,1,Senior Manager
30,4,5,3,2,20797,3,6,15,Self Enquiry,1,Salaried,Male,Married,1,0,Executive
61,4,5,6,1,28944,1,5,35,Company Invited,3,Small Business,Female,Married,0,1,Senior Manager
30,3,3,2,2,20775,3,3,34,Self Enquiry,1,Small Business,Female,Married,0,1,Manager
39,3,3,6,2,27364,1,5,7,Self Enquiry,3,Salaried,Fe Male,Unmarried,0,0,Manager
46,2,3,3,0,22379,1,3,8,Self Enquiry,1,Large Business,Male,Married,0,0,Manager
20,2,3,2,0,17678,3,1,27,Self Enquiry,3,Small Business,Male,Single,0,0,Executive
34,3,3,5,1,22130,3,4,20,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Executive
31,3,3,5,1,23972,1,2,23,Self Enquiry,1,Salaried,Male,Married,0,1,Manager
39,3,3,1,1,17232,3,3,6,Self Enquiry,1,Small Business,Female,Married,0,0,Executive
38,3,3,7,0,18057,4,3,8,Self Enquiry,1,Small Business,Male,Divorced,1,0,Executive
29,3,3,5,0,17514,5,3,34,Self Enquiry,1,Salaried,Female,Married,0,1,Executive
37,3,4,5,1,18022,4,3,25,Self Enquiry,1,Salaried,Male,Married,0,0,Executive
43,3,3,2,1,17645,2,2,8,Self Enquiry,1,Small Business,Female,Married,0,0,Executive
42,4,5,3,3,22781,3,4,15,Self Enquiry,1,Small Business,Female,Married,1,0,Executive
22,2,3,2,0,17814,3,4,32,Company Invited,1,Salaried,Female,Married,1,0,Executive
36,2,3,2,0,17741,1,5,12,Self Enquiry,1,Salaried,Male,Married,0,1,Executive
43,3,5,8,1,24088,1,4,25,Self Enquiry,1,Salaried,Male,Married,1,0,Manager
40,2,3,1,0,17406,1,3,6,Self Enquiry,1,Salaried,Male,Married,0,0,Executive
34,4,5,2,2,26902,3,4,16,Self Enquiry,3,Small Business,Fe Male,Unmarried,1,0,Manager
47,4,4,2,3,26669,4,5,33,Company Invited,3,Salaried,Male,Unmarried,0,1,Manager
48,3,5,1,0,17367,1,3,21,Self Enquiry,1,Salaried,Female,Married,0,1,Executive
18,2,3,2,1,16611,5,3,15,Self Enquiry,3,Small Business,Male,Single,0,0,Executive
38,3,4,3,1,26320,5,4,26,Company Invited,3,Small Business,Male,Unmarried,1,0,Senior Manager
31,3,3,7,2,25555,2,5,9,Self Enquiry,1,Small Business,Fe Male,Unmarried,1,1,Manager
46,4,3,2,1,32174,3,4,27,Self Enquiry,1,Small Business,Male,Divorced,1,0,AVP
36,4,3,2,1,21383,1,6,30,Self Enquiry,1,Small Business,Male,Married,0,1,Executive
21,3,3,2,1,18230,5,4,9,Self Enquiry,1,Small Business,Male,Single,0,1,Executive
44,3,3,2,1,22978,3,3,21,Self Enquiry,1,Small Business,Female,Divorced,0,0,Senior Manager
48,2,3,2,1,22898,5,3,10,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Senior Manager
33,2,4,2,1,20488,3,1,6,Company Invited,1,Salaried,Female,Divorced,1,0,Manager
28,2,4,2,0,17596,4,4,6,Company Invited,1,Small Business,Male,Married,0,1,Executive
37,2,4,6,1,23163,1,4,10,Self Enquiry,1,Large Business,Male,Unmarried,0,1,Manager
37,3,3,5,0,21334,5,4,22,Self Enquiry,3,Small Business,Male,Married,0,1,Manager
45,3,3,5,0,21434,1,1,13,Company Invited,1,Salaried,Male,Married,0,1,Manager
46,2,3,4,0,32465,1,3,9,Self Enquiry,3,Small Business,Male,Married,0,1,AVP
47,3,3,7,1,29205,3,4,25,Company Invited,1,Small Business,Female,Divorced,0,1,Senior Manager
32,3,5,2,2,17956,2,3,6,Self Enquiry,1,Salaried,Male,Single,0,0,Executive
39,2,5,2,1,32068,3,3,16,Self Enquiry,1,Small Business,Male,Divorced,1,1,AVP
21,2,3,2,0,17610,4,3,15,Company Invited,3,Small Business,Male,Single,0,0,Executive
38,3,3,2,1,24409,3,5,32,Self Enquiry,1,Small Business,Female,Married,0,1,Manager
45,2,3,5,1,20399,1,3,6,Company Invited,1,Small Business,Male,Single,0,1,Manager
45,2,3,5,0,24380,5,3,35,Self Enquiry,1,Large Business,Male,Divorced,1,1,Senior Manager
22,4,3,3,3,21908,5,5,10,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Executive
32,3,4,1,2,18298,1,1,11,Self Enquiry,1,Salaried,Male,Married,1,1,Executive
37,4,4,6,1,25640,4,4,9,Self Enquiry,1,Salaried,Female,Married,1,0,Manager
40,2,3,1,0,17342,3,4,8,Self Enquiry,1,Small Business,Female,Single,1,0,Executive
31,3,4,2,1,21100,3,4,12,Company Invited,1,Small Business,Female,Single,0,0,Executive
52,2,5,5,1,26162,2,5,7,Company Invited,1,Small Business,Fe Male,Unmarried,0,1,Senior Manager
38,3,5,6,2,24652,3,2,13,Self Enquiry,1,Small Business,Male,Married,1,1,Manager
21,3,3,3,1,21001,4,4,16,Company Invited,3,Small Business,Female,Single,1,1,Executive
41,4,5,5,2,20844,3,4,14,Self Enquiry,1,Salaried,Male,Single,1,0,Executive
37,4,5,6,1,24325,5,5,23,Self Enquiry,3,Small Business,Female,Divorced,0,1,Manager
47,2,4,7,0,30972,1,1,8,Self Enquiry,3,Salaried,Female,Married,0,0,AVP
36,4,5,6,2,20872,2,4,7,Company Invited,1,Small Business,Male,Divorced,0,0,Executive
35,3,3,1,0,17705,1,5,29,Self Enquiry,1,Small Business,Male,Married,0,1,Executive
22,3,3,2,0,17323,1,3,25,Self Enquiry,1,Small Business,Male,Married,0,1,Executive
26,3,3,4,2,27317,4,5,35,Self Enquiry,3,Salaried,Male,Married,0,1,Manager
26,3,4,2,1,23529,4,2,15,Self Enquiry,3,Salaried,Male,Married,0,1,Manager
29,3,4,1,0,18291,5,3,16,Company Invited,1,Salaried,Female,Married,0,1,Executive
31,3,5,4,2,21410,3,4,8,Self Enquiry,2,Salaried,Male,Married,0,0,Manager
39,2,3,3,1,23237,4,1,12,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager
46,3,3,7,1,22130,1,4,36,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Executive
29,3,3,7,2,22142,3,6,9,Self Enquiry,1,Small Business,Male,Married,1,1,Executive
36,2,4,3,0,23847,4,4,15,Self Enquiry,1,Small Business,Male,Married,1,1,Manager
30,3,5,3,2,22140,1,4,21,Self Enquiry,3,Small Business,Male,Married,0,0,Senior Manager
34,4,5,7,1,24002,3,4,23,Self Enquiry,3,Small Business,Fe Male,Unmarried,0,1,Manager
41,4,4,6,1,31872,3,2,31,Company Invited,3,Salaried,Female,Single,1,1,AVP
27,3,3,1,1,17187,1,4,12,Self Enquiry,1,Small Business,Female,Married,0,0,Executive
36,4,3,3,2,20629,4,4,11,Self Enquiry,1,Salaried,Male,Married,0,1,Executive
46,3,5,1,2,24396,1,3,6,Self Enquiry,1,Small Business,Male,Married,0,0,Senior Manager
44,2,3,6,1,25209,1,3,8,Company Invited,1,Small Business,Male,Unmarried,1,0,Senior Manager
28,2,3,2,0,17703,4,4,12,Company Invited,1,Salaried,Male,Married,1,1,Executive
29,3,3,2,1,20056,3,4,14,Self Enquiry,1,Small Business,Male,Married,1,1,Manager
18,3,3,2,1,16611,5,3,6,Company Invited,1,Salaried,Female,Single,0,1,Executive
43,3,5,2,2,23833,5,4,11,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Manager
38,3,3,4,1,26106,3,4,10,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Senior Manager
37,4,4,3,2,25177,4,5,18,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager
44,2,3,4,1,18162,1,4,11,Company Invited,1,Salaried,Male,Single,0,0,Executive
51,3,4,4,1,28734,5,3,9,Self Enquiry,1,Small Business,Female,Single,0,0,AVP
40,2,3,3,0,22457,3,5,6,Self Enquiry,3,Small Business,Male,Married,1,1,Manager
38,4,3,5,3,23127,3,4,32,Company Invited,1,Small Business,Female,Married,1,1,Manager
42,2,4,1,0,21825,3,3,14,Self Enquiry,3,Small Business,Male,Married,0,1,Manager
58,3,3,2,0,25312,3,3,29,Self Enquiry,1,Small Business,Female,Divorced,0,1,Senior Manager
34,2,3,1,1,23500,5,3,15,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager
31,3,3,2,1,21398,4,5,9,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Executive
37,2,3,2,0,17326,2,3,15,Company Invited,1,Small Business,Male,Divorced,1,0,Executive
29,2,3,4,0,31124,4,3,13,Self Enquiry,1,Large Business,Female,Married,1,1,Executive
30,3,4,3,1,20975,1,4,17,Self Enquiry,3,Small Business,Male,Married,0,1,Executive
26,3,3,2,0,17942,4,3,31,Self Enquiry,2,Salaried,Female,Divorced,0,1,Executive
59,4,3,3,1,28990,3,4,30,Self Enquiry,1,Small Business,Female,Married,0,1,Senior Manager
34,3,3,1,1,24725,5,1,6,Self Enquiry,3,Small Business,Male,Married,0,0,Manager
52,3,3,2,2,38215,5,4,13,Self Enquiry,1,Salaried,Male,Single,0,1,VP
37,2,3,3,1,22428,3,3,9,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Senior Manager
38,2,3,1,0,22625,1,1,6,Self Enquiry,1,Salaried,Female,Unmarried,0,0,Manager
46,3,4,2,1,21026,4,4,16,Self Enquiry,1,Salaried,Male,Married,0,1,Manager
49,4,3,5,1,31182,4,4,36,Self Enquiry,3,Small Business,Female,Divorced,0,0,Senior Manager
33,4,3,3,3,25000,5,4,16,Self Enquiry,1,Salaried,Female,Divorced,1,1,Manager
51,4,3,6,3,27886,5,4,19,Company Invited,3,Small Business,Fe Male,Unmarried,0,1,Senior Manager
26,3,5,3,2,22934,3,5,11,Self Enquiry,3,Small Business,Male,Divorced,0,1,Manager
24,3,4,2,2,18202,4,3,6,Self Enquiry,3,Large Business,Female,Single,1,1,Executive
30,3,5,5,1,28393,1,6,15,Self Enquiry,1,Salaried,Female,Married,0,0,Manager
44,2,5,4,0,31328,1,3,34,Self Enquiry,1,Salaried,Male,Divorced,0,1,AVP
35,4,4,3,3,23003,5,4,7,Self Enquiry,1,Small Business,Male,Married,0,1,Manager
34,2,3,1,1,17351,4,5,12,Company Invited,3,Small Business,Female,Married,0,0,Executive
20,4,5,2,1,21003,3,6,7,Company Invited,3,Large Business,Female,Single,0,1,Executive
29,4,5,3,2,27400,1,5,31,Company Invited,1,Large Business,Male,Unmarried,0,1,Senior Manager
35,4,3,3,2,24752,5,6,14,Company Invited,1,Salaried,Male,Unmarried,1,1,Manager
41,4,3,6,2,29000,3,4,27,Self Enquiry,1,Large Business,Male,Married,0,1,Senior Manager
34,4,3,6,3,21174,3,4,9,Self Enquiry,1,Small Business,Male,Single,0,1,Executive
53,3,4,2,2,29123,3,4,6,Self Enquiry,1,Salaried,Male,Single,0,1,Senior Manager
36,4,4,2,2,30674,5,3,29,Self Enquiry,1,Salaried,Female,Married,0,1,Senior Manager
38,2,3,4,1,28206,1,5,16,Self Enquiry,1,Small Business,Female,Married,0,1,Senior Manager
32,4,3,3,3,22155,5,4,9,Self Enquiry,1,Salaried,Male,Married,0,0,Executive
29,3,3,2,2,17720,1,5,6,Company Invited,1,Salaried,Male,Married,0,0,Executive
51,3,4,2,1,22553,2,4,15,Self Enquiry,3,Small Business,Male,Divorced,0,1,Executive
36,2,3,3,1,21537,4,5,7,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Executive
36,4,4,2,2,26698,1,4,23,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager
50,2,3,6,1,33740,4,4,13,Self Enquiry,1,Small Business,Female,Married,1,1,VP
58,3,3,4,2,25433,3,4,7,Self Enquiry,1,Small Business,Male,Divorced,0,1,Manager
28,3,4,3,1,22494,3,4,7,Self Enquiry,1,Small Business,Male,Married,0,0,Executive
26,4,3,2,2,23576,3,4,7,Self Enquiry,1,Salaried,Female,Divorced,0,1,Manager
36,2,3,2,0,25325,2,4,9,Self Enquiry,3,Salaried,Male,Divorced,1,1,Senior Manager
27,3,4,4,2,21051,2,4,23,Self Enquiry,1,Small Business,Male,Married,1,1,Executive
43,1,3,2,0,22510,1,3,17,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager
33,3,5,1,0,23224,3,3,15,Self Enquiry,3,Small Business,Female,Unmarried,1,0,Manager
31,3,3,6,2,20810,2,4,29,Self Enquiry,1,Salaried,Female,Divorced,1,0,Executive
45,3,3,5,1,28926,4,5,14,Self Enquiry,1,Small Business,Female,Divorced,0,1,Senior Manager
57,3,3,6,1,25938,1,6,14,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Senior Manager
60,4,3,8,2,29190,3,4,25,Self Enquiry,1,Small Business,Male,Single,0,1,Senior Manager
33,3,3,3,1,24840,4,4,7,Self Enquiry,1,Small Business,Male,Divorced,1,1,Manager
42,3,5,4,2,23399,4,4,13,Self Enquiry,1,Small Business,Male,Unmarried,1,1,Executive
47,4,3,3,3,28297,5,5,16,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Senior Manager
50,3,3,4,1,32644,5,5,13,Self Enquiry,1,Salaried,Female,Married,1,1,AVP
57,2,3,4,0,24439,4,1,30,Self Enquiry,1,Salaried,Male,Married,1,1,Senior Manager
44,2,5,5,1,17362,5,3,9,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive
41,3,3,3,2,38304,3,5,21,Self Enquiry,1,Small Business,Male,Single,0,1,VP
46,4,3,6,3,23832,1,4,9,Company Invited,3,Salaried,Female,Married,0,1,Manager
44,4,3,2,3,20936,4,4,28,Company Invited,1,Small Business,Male,Married,0,1,Executive
29,4,4,3,3,25227,1,6,36,Self Enquiry,1,Salaried,Male,Divorced,0,1,Manager
36,3,4,2,2,21104,3,3,23,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive
20,3,5,3,2,21230,3,4,16,Self Enquiry,1,Salaried,Male,Single,0,0,Executive
35,3,4,1,1,21540,1,4,15,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Manager
43,3,3,3,1,22767,1,4,9,Self Enquiry,1,Salaried,Female,Married,0,0,Manager
33,4,3,5,3,28288,3,6,26,Self Enquiry,3,Salaried,Male,Married,0,1,Senior Manager
28,2,3,1,0,17154,4,3,6,Company Invited,1,Small Business,Male,Single,1,0,Executive
31,2,3,2,0,25793,3,3,14,Self Enquiry,3,Salaried,Male,Married,0,1,Senior Manager
26,4,3,3,3,21567,1,5,14,Self Enquiry,1,Small Business,Male,Married,0,0,Executive
39,4,5,6,3,25571,3,4,16,Company Invited,1,Salaried,Male,Married,0,0,Manager
23,2,3,2,1,16223,4,3,6,Self Enquiry,1,Salaried,Male,Divorced,0,0,Executive
54,4,3,7,1,30514,3,4,15,Self Enquiry,3,Small Business,Male,Married,0,1,AVP
33,2,3,1,0,22104,1,3,14,Self Enquiry,3,Small Business,Male,Married,0,0,Manager
52,2,3,4,1,28826,5,4,31,Company Invited,1,Small Business,Female,Married,0,0,AVP
40,2,3,4,1,17213,3,1,16,Self Enquiry,1,Salaried,Female,Married,1,0,Executive
37,2,3,2,0,21474,1,4,7,Self Enquiry,1,Salaried,Female,Married,0,0,Manager
31,4,4,2,3,22257,4,4,7,Self Enquiry,1,Small Business,Male,Divorced,1,1,Executive
31,2,3,4,0,17356,3,3,17,Self Enquiry,1,Salaried,Male,Married,1,0,Executive
47,3,3,6,1,20070,2,3,8,Self Enquiry,1,Small Business,Female,Married,0,0,Manager
26,3,3,2,1,17942,4,3,31,Self Enquiry,2,Salaried,Female,Married,0,1,Executive
20,4,4,3,2,20537,5,5,17,Company Invited,1,Small Business,Female,Single,1,1,Executive
30,3,5,3,2,26014,3,5,30,Self Enquiry,3,Salaried,Female,Married,0,1,Senior Manager
45,3,3,4,2,22386,3,6,31,Company Invited,1,Small Business,Male,Unmarried,0,0,Executive
31,4,5,3,2,21750,1,4,16,Company Invited,1,Small Business,Male,Married,0,1,Manager
31,3,4,1,2,17109,1,1,14,Self Enquiry,2,Small Business,Female,Single,0,0,Executive
30,3,3,3,2,21378,2,2,30,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive
36,4,5,3,1,27747,4,4,25,Company Invited,3,Salaried,Male,Divorced,0,1,Senior Manager
28,4,3,2,2,20865,2,5,13,Self Enquiry,1,Small Business,Female,Married,0,1,Executive
37,4,3,8,1,24025,3,4,33,Self Enquiry,1,Salaried,Male,Married,0,1,Manager
19,3,5,1,0,17325,3,5,6,Company Invited,3,Large Business,Female,Single,0,1,Executive
33,2,4,7,0,17622,4,4,10,Self Enquiry,1,Small Business,Female,Divorced,0,0,Executive
32,4,5,7,1,20980,1,5,20,Self Enquiry,3,Small Business,Male,Married,1,1,Manager
33,4,3,2,3,22703,3,4,36,Company Invited,1,Small Business,Female,Unmarried,0,1,Executive
52,2,5,1,1,17950,1,3,14,Self Enquiry,1,Salaried,Female,Divorced,0,1,Executive
52,3,4,5,2,31820,1,5,18,Self Enquiry,1,Large Business,Female,Single,0,0,AVP
47,3,3,4,1,26057,2,4,9,Self Enquiry,1,Large Business,Male,Married,0,1,Manager
48,3,3,4,1,27504,4,3,35,Self Enquiry,3,Small Business,Female,Married,0,0,Senior Manager
46,4,3,5,1,20948,5,4,7,Self Enquiry,1,Small Business,Female,Married,0,1,Executive
35,4,3,2,2,23246,5,4,30,Company Invited,3,Small Business,Male,Unmarried,0,1,Manager
44,2,3,3,1,21465,3,3,16,Self Enquiry,1,Salaried,Male,Divorced,1,1,Manager
41,3,5,7,2,29153,5,5,12,Company Invited,3,Salaried,Male,Divorced,1,0,Senior Manager
46,3,5,3,1,22311,1,4,30,Company Invited,1,Salaried,Male,Married,1,1,Manager
39,3,5,5,2,21297,1,4,7,Self Enquiry,1,Salaried,Female,Unmarried,0,0,Executive
30,2,5,6,1,21696,2,4,32,Company Invited,3,Small Business,Female,Unmarried,0,0,Manager
43,3,5,2,1,21271,4,5,9,Self Enquiry,1,Small Business,Female,Married,1,1,Executive
28,3,3,3,2,22783,1,4,16,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Manager
60,2,5,6,0,34566,5,3,13,Self Enquiry,1,Salaried,Female,Divorced,0,0,VP
32,4,3,5,1,28502,3,4,27,Company Invited,1,Salaried,Male,Divorced,0,1,Senior Manager
27,2,5,2,0,23793,3,3,16,Company Invited,1,Salaried,Male,Married,0,1,Senior Manager
29,4,4,2,3,20894,1,6,7,Self Enquiry,1,Salaried,Female,Single,1,1,Executive
23,3,4,3,1,21006,4,3,12,Self Enquiry,1,Salaried,Male,Married,1,0,Executive
39,3,5,5,2,25571,4,4,9,Self Enquiry,3,Salaried,Female,Married,0,0,Manager
